name,status,comment,rate,zan
朝阳区妻夫木聪,看过,#4thHIIFF#大鹏真的越拍越好了。从煎饼侠到缝纫机乐队再到这部，一直在诠释平凡小人物的心境。他们不是完全意义上完美的人，但都在用自己的方式去坚持捍卫着什么。魏平安这个人物的底色是有些悲凉的，有过所谓的人生“污点”，学历不高，做着一份不上不下的工作，生活的面子光鲜亮丽但里子可以随便凑合。但即便如此，他依旧会去帮助一个萍水相逢的人，去追求一个没人在乎的真相。某种程度上，这是他对抗这个世界的方式，或许执拗笨拙，但却有情有义。再次响起《都选C》这首歌，既是缅怀老友，也是旧戏新唱。就像歌词唱的，一个固执的不被世界理解的“卢瑟”，却有着自己理解这个世界的方式。所以最后那场极具情感渲染力的戏会那么动人，全世界都在笑，他却哭了，因为他总算看到了，这个世上，也有人在傻傻地理解着他。他很孤单，但他并不孤独。,推荐,456
lena,看过,海影节开幕片，最后的祝你平安响起来时，突然感觉今年是真的不容易……总体来说电影平平吧，想接地气但是透着一股俗，对于正能量教化型电影习惯性不适。,还行,251
乔乔吉,看过,3.5。大鹏真的很聪明，每一个设计都明摆着，就是冲着你的掌声和眼泪来的。可看性不低，但设计痕迹太明显，有用力过猛之嫌。另外，一个至关重要的问题是，如果最后查出来韩露真是坐台小姐，那她的坟就活该被挖吗？保你平安和金陵十三钗一样，看似动人的故事背后藏着一个充满偏见和糟粕的逻辑——女人没了贞洁，就低人一等，所以，要么不远万里不辞辛苦证明她不是坐台女，要么舍生取义换下女学生，用“污浊”的身体完成灵魂清白的自证。,还行,192
阿达方,看过,HIIFF开幕影片，也是本片首映。映前大鹏说这么久了再一次看到这么多人坐在电影院很感动，这句话很打动我，影片也是，有笑有泪。,力荐,1055
臣水,看过,如果她真的是一个站台小姐，如果她真的有过瑕疵和不光彩的经历，难道她就不配拥有真挚的感情和爱人吗？难道她就不配做好事吗？难道她就不配与其他人一样被平等对待吗——尤其是在死亡面前?影片应该去拍的是，当她真的是一个站台小姐的时候，魏平安如何给她讨回公道——而不是像片中一样一句话带过，另外，为什么没有这么拍的，要么不敢，要么这件事在当今的文化环境下是行不通的——人们不会承认一个不够清白的受害者的公道，可是有谁是完全清白的呢？其实用《简爱》来回答再好不过了，我不是以习俗、常规在和你说话，而是我的灵魂同你的灵魂，我们穿越坟墓，一同站在上帝脚下，彼此平等,还行,132
格兰芬多,看过,你问这一切到底值不值？最后的烟花会给你想要的答案。大鹏的作品在进步，越来越扎实，更贴地气，也更细腻。依旧是以喜剧式讽刺社会的作品，题材落地了，想法务实了，对社会以及当下时事的思考表达的相当充分。单就对网络喷子、键盘侠、造谣等话题的讨论与表现就很讨喜，社会及互联网的乱象需要一部有喜剧感的作品来传播，当魏平安将造谣者键盘侠按倒的那一刻，谁不喊一声“爽”！,力荐,824
momo,看过,又是感叹豆瓣没有3.5星的时候，没有想象中那么重的牌坊感，但同样也谈不上什么女性意识，全篇人物为大鹏作配，马丽更是镶边中的镶边，而且女高层身为最容易被造黄谣的人群之一居然能说出“怎么没人说我是坐台的”这种话，真的挺没思考的，李雪琴的角色倒是有些亮色，而且感觉有融入她自己的想法，演技也自然，女儿那条线干瘪无味，非常浅表的程式化校园暴力，但整体还算节奏紧凑，造谣一张嘴辟谣跑断腿的主题表达清了，也算不错商业喜剧,还行,99
杨迪,看过,电影《保你平安》上映了，上海路演时我第一次看全片，个中情节看得我泪流满面，感同身受，它的立意在网络言论横行的时代显得弥足珍贵。当大家面对某个信息时，自己独立的思考和判断太重要了，有时候再等等可能会有另一种结果。一些“眼见为实”的真相会惹得你义愤填膺，怀着正义的心也有可能惹下错误之举。一部电影，一些只言片语，影响虽是有限的，愿每一位看了《保你平安》的你我都永远坚信【善恶到头终有报，人间自有真情在】，保持善良，平安心安。,力荐,433
Fairy🍒,看过,“当你说一个女人是小姐的时候，不管她是不是，她都已经是了。”

真·造谣一张嘴辟谣跑断腿，这是现代社会下理想主义追求正义的故事，看到了好的议题，好的反思。却还是说服力不太强，我挺期待看到更多关于韩露的故事，但她更多的沦为了一种符号。

整体来看，这是一部标准的“有笑有泪”式正能量作品，风格有点土，也可以说是接地气吧，大段的直播元素不太喜欢，密室逃脱部分有笑果，但也太多了，过分追逐流行热点，就会失去了电影感。

最后，我会被每一部电影的烟花场景打动，这部也是一样。,还行,138
九万里,看过,哇哦～女性被造黄遥的解决办法竟然是自证清白,还行,83
重耳,看过,cuc点映场，片方就是不点我们这些学电影的，狂点自己的人发表演讲,还行,71
黄曾鸿辰,看过,2021年，在横店。连着好久一段时间赶工没咋睡觉，自己一天比一天懈怠，精神又变得不好，吃了吐吐了吃，我崩溃着给周妈打电话说我不想做剪辑了，周妈说孩子太累了就休息一下，但答应别人的事情要做完。我觉得有道理，但还是很难让自己立刻恢复朝气，直到我和李哥阿萱请假去看了《吉祥如意》。我看完哭了很久，觉得干电影真好，我还是很想干电影的。我平复了情绪给大鹏哥打了视频电话，说《花木兰》的契机还是让我们认识得太晚了，不然我就能帮你剪《吉祥如意》了。他和阿花看我哭自己倒是笑得蛮开心，说，下一部等你！下一部会更好。然后就有了《保你平安》。他没骗我，下一部更好，而且我没有错过。谢谢大鹏哥，谢谢屠老师，谢谢周妈，我很开心，我还在剪片子，我还在干电影。,力荐,338
mr.tall,看过,喜欢结局，好人做完好事，没有富贵飞黄腾达，丢了工作，没跟富婆在一起，平平淡淡才是真,力荐,157
乌鸦·空,看过,非常讨巧的题材掩盖不了贫瘠的内核,很差,204
一囧眉,看过,可惜豆瓣最高只有五星，不然我想打10星。AB两条线相辅相成，一个帮助女性洗脱死后被造黄谣的污蔑，一个帮助同学洗脱被冤枉的小事。爸爸和女儿到底是互相成就和鼓励了。结尾的可乐是把回旋镖，这个回旋镖把我刀死了。啊编剧导演牛逼！,力荐,206
张小北,看过,大鹏难得的是一直在进步，这一点不容易。,推荐,266
gnosis,看过,从缝纫机乐队，到吉祥如意，到保你平安，大鹏真她妈是那块料。,力荐,138
宇宙超级大咕噜,看过,很喜欢马这个元素，主角做这么理想主义的事，在物质上得不到任何实际的回报，只能靠同样飘渺玄学的马来做支撑，即便这只是一只旁边马场逃出来的马。最后的烟花算是导演给这种理想主义者的一种奖励吧，如果主角没帮她就变成一种惩罚了。当然，无论奖惩都只是一场烟花,力荐,132
反派兔兔,看过,我就直说了，中国需要这样的电影。,力荐,112
快滚去学习,看过,当一个女人被人说是小姐的时候，不管她是不是，都已经是了。这句话电影值得五星。,力荐,116
笙,看过,“当你说一个女人是小姐时，不管是不是，她都已经是了。”,推荐,250
旺仔小王子,看过,当你说一个女人是小姐的时候，不管她是不是，她已经是了/造谣一张嘴，辟谣跑断腿/大鹏有点本事在身上的,力荐,87
大上海红牡丹,看过,大鹏的“真诚”里永远透露着一种算计，本片显得特别油腔滑调，个人观感不如《缝纫机乐队》。,较差,750
歌德尖塔,看过,没看过这么难看的，用批判网络暴力和荡妇羞辱做外衣，包裹起无数的恶俗烂梗，手法非常低级，以至于结尾看到魏平安望着江边的烟花流泪时都显得那么的“不真诚”。另外，我真的不懂那些烂梗好笑在哪里，电影院里男生此起彼伏的笑声，以及当剧情演到校园霸凌画面中出现比较高大的女生时临座男性脱口而出的“坦克”，瞬间让我对这片子厌恶到极致，观影体验差爆了！,很差,189
世纪末日卢瑟王,看过,商业片就该这么拍，都学着点。讲好了故事，教会了做人，还埋了梗，宣传家乡，这么认真的片子还要什么自行车。,力荐,119
竹人戈矛,看过,值得一看。没想到最感动我的点是那句打了又删删了又打的，爸错了。,力荐,68
高詩遠,看过,看到的更多是大鹏的算计。因为是网暴题材，所以大鹏便把网络上曾经出现过的伤天害理的言论一股脑儿地，不加修饰地都搬上大银幕，导致无论是主角还是配角，所有的人物都是脸谱化的，毫无智商可言的，只能让人从中感受到命题作文式的虚假。为了一个所谓的真相，便不惜走上违法的道路，盗走他人财物（骨灰），妨碍司法机关工作，这种个人英雄主义的行为我实在不敢苟同。电影里是辟谣成功了之后，往日的受害者便可以在黄泉之下和爱人手牵手，可现实是李雪琴的那句“不管她做没做过坐台小姐，在别人说她是的那一刻，她就已经是了”。就算真是坐台小姐，被打入十八层地狱，急需一个男人帮忙立贞洁牌坊才是最恐怖的事。女儿在学校那条线更悲哀，恐吓他人，侵犯他人肖像权的女恶霸最后只被记过处分，这不仅是这个学校的无能，更说明了青少年保护法的漏洞与不足。,较差,435
小伊织,看过,放眼整个中国半路出家的导演，真没几个能做到一部比一部好，而且还不局限一类题材，父女线拍的很不错，终于不那么狗血了。造谣一张嘴，辟谣跑断腿。,力荐,68
废物喵神李二狗,看过,大鹏一直在进步…一直在…一直在学着怎么讲故事…他能把东西做出来…好羡慕啊…,力荐,74
望冢,看过,我艹，找到文艺和商业的平衡点了。金董事长也配合徐江的时机。开年最佳！,力荐,78
方也也会失眠吗,看过,真诚地讲了故事，但对讨论其中所涉主题无甚启发。男性导演爱拍的裤裆段子和动作戏令人疲劳。,还行,84
岬,看过,对于她是否是坐台小姐决定她是否有资格像个正常人一样被安葬这点非常隔应。如鲠在喉，一直。就算在正义感煽情处生理性流了泪。宽容点的话闭着眼可以松松给个四星但是实在是做不到。还是在妇女节这天。,还行,90
叶秋,看过,众人吃瓜快乐，庸人罚款500，主角倾家荡产，最后一起看烟花。真实得令人不适。,力荐,59
云城,看过,非常喜欢结尾和第一个彩蛋的设计，因为平安哥在多年前满足了韩露小小的生日愿望，韩露也在自己死后满足了平安哥一个小小的生日愿望，结尾平安哥虽然为韩露讨回了公道，但既没有去吃流量红利，又赔掉了大奔，丢掉了工作，在生日吃完蛋糕进行短暂的庆祝后，女儿跟着后爸回家，独留落寞的自己游荡在繁华的街头，他的英雄行为似乎什么都没有为自己挣得，这时收到了来自韩露的生日祝福，算是对他一路奋斗的最大肯定，同时如果平安哥在那个内蒙的夜晚放弃为韩露讨一个公道，韩露的礼物将成为平安哥内心永远过不去的一道坎，因为两人都坚持了自己的善良，才最终互相救赎,推荐,173
紫色小影,看过,在整个历经重重证明她是个好女孩的过程中，他同时在说：“你是个妓女的话，就是不能埋在我边上。”解决造谣的方法根本不是剖开肚子证明吃了几碗粉，而是直接干掉那个造谣的人，或者消除歧视，妓女也不可以挖她的坟。,还行,47
亵渎电影,看过,看了点映，果然拍得很好！大鹏导演越来越厉害了，在这样一部电影里，不仅可以自如地拿捏各种社会话题的题材舒适度，还可以熟练地杂糅几种电影类型，就连最难拿捏的喜剧部分，也丝毫不会让人觉得尬。感觉这是一种来自人群中，带着烟火气的创作，没有高高在上和自以为是，把“造谣一张嘴，辟谣跑断腿”这种互联网时代常见的事情拍出了侠气。该上价值的时候，“做自己觉得对的事”这个简单普世的价值，也能用充满温情的方式讲了出来，最后的“666”让人在不知不觉中跟着主角一起泪目。不管是主线里男主和客服的萍水相逢，还是父女支线里的父女和解，都处理得不落俗套，我非常喜欢父女线的处理方式，让你看到助人为乐时才会感受到勇敢、心安和快乐。电影的完成度很棒，兼顾了社会话题，作者表达和商业性，虽是喜剧，看到最后却是普通人的心酸不易。,推荐,142
Imperfections,看过,警惕電影院的迷魂湯效，沈浸式追隨魏平安視覺會讓你忽略一些（或許也致命）的缺陷，就他追討死者清白這事，就是讓妓女與非妓女（更高等，更正義）劃清界線，皮肉就是辱名，就連在墓地了都不能跟愛人比鄰。流言的反應是肯定了社會依舊持有同樣的觀念。另一點是馬總對弟弟奇怪的懷疑態度，知道他們的戀人關係但她真就信了，還搞移墓？她的作用是帶公權力介入，找骨灰盒的警察圍堵火車站、目擊最初造謠者落網並給予裁決，付諸法律是許多這類影片的結局：天真。用一個高中肄業蹲過大牢、只能在陵園工作但活得趾高氣揚的人做主角，因為他不需要考慮太多事，他的思想不複雜，沒有被教育和上層階級擾亂，還保留著初中時代認的死理：信心安。理想化的追（真就能找到傳謠的、還一人牽帶一人）終於意識化的神靈馬（草原），兩段後插彩蛋不定實際發生-婚禮是假的。,还行,70
泽利格,看过,这电影到底从哪里看出来的外貌歧视的？女儿那条线就是因为身上很大的胎记被同学霸凌啊，从被霸凌到不再穿长裤不就是反抗吗，是反派小姑娘外貌歧视又不是电影外貌歧视，看价值观要看主角的价值观吧？？？说这些话的都什么毛病啊，张嘴就来,推荐,204
东门捷径小V,看过,救风尘之《她不是小姐》，喜剧技巧越发熟练，网感和地气儿都接到位了，奈何内核还是那股熟悉的爹味，都到最后了还要补一幕年轻时开着大奔的自己请贫穷少女喝可乐的镜头，自恋得吓人,还行,61
松崎海,看过,无法真正喜欢的地方在于，为何女性还要带着贞操锁，为何必须证明清白，就是坐台女又如何？哪里不高尚吗？
这次反抗也是一种屈从的反抗。,还行,46
Rosie,看过,徐江和AD钙奶锁死,推荐,109
阡塔,看过,大鹏这样拍下去，10年后就得进军奥斯卡了。国内各大奖项今年睁开眼看看，谁不提名大鹏谁含金量有问题。,力荐,76
DamagedGoods,看过,真的很不错，在我这四星，但因为俺们网友看不上内地喜剧满分按7分打所以提前拉个分。大鹏真是有野心又努力，演技也好了很多显得人都帅了。前半部分喜剧的点不多但好笑的点真好笑（重新定档不许给男男吻戏删了），感情起的不够哪条线都不到泪点。我猜以后的质疑点是主角动机不足，但要是理解女儿的动机就也会理解爸爸的。我觉得剧情不算俗套，纯“维护正义”主题的电影也没多少吧。比起套个皮一点里都没有的人生大事，这部才体现了殡葬行业对死亡的尊重,力荐,115
摸摸你的头,看过,观影前见到了大鹏，大概知道了题材。有很多想写的，但是又怕剧透。是一部搞笑的温暖充满正能量的喜剧片。但是中间有很多细节让我感动流泪好几次。值得大家去看。搞笑到眼泪，也让人感动流泪。节奏都把握的很好。正式上映之后我还会再去看一遍的。很用心的一部剧，甚至片尾的小彩蛋，还有怀念某某的某某哥。大鹏老师是个性情中人，用自己搞笑的方式去传播正能量。我也仿佛看到了自己，高中的时候为了同学去小诊所跟医生吵架（去年那个同学说起来我才想起）。然后直到现在工作多年了，还是很难改变“多管闲事”的臭毛病。是，做我觉得正确的事，就好。里面第一个触动我的细节，就是平安打好了一堆解释的文字但是删了，直接回复了“爸错了”。其实他想表达的很多内容都是体现在再平常不过的细节里，经历过才能感同身受，并不是纯纯的喜剧表面本身。,推荐,226
一條魚佔滿了河,看过,寫給現實的地獄笑話一則。人們總是可以為了自己的名譽而拼命，但是有多少人會為了別人的名譽而拼命呢，甚至以自己的名譽為代價，當一個損己利人的傻瓜，抽絲剝繭，撥雲見日，謠言背後的真相，是那麼荒誕，荒誕得如此現實。大鵬作為導演一直在進步，和他電影中的一個又一個傻瓜一樣，在堅持做著他覺得正確的事情，看電影的過程中，電影發佈了撤檔公告，無可奈何，身不由己，只能祝福電影平安。,推荐,157
clot22,看过,6.5，大pen果然还是老样子，资本都是好的，如果他们错了，也只是受底层蛊惑，直播梗用得不错，太多老梗笑话太尬了，爆蛋梗太多了，不适，多次的暗示同性恋桥段也很低俗。整体太隔靴搔痒了，女儿那条线，现实都已经残酷到拍裸照烟头烫，结果电影只是强拍胎记这相比之下不太大的一件事，造黄谣源头是一个混贴吧看网文的网吧屌丝，是否太过刻板印象，参考苏州大学造黄谣事件,还行,21
谢谢你们的鱼,看过,真诚真是一个巨大的武器，说它是近10年国内最好的商业喜剧一点也不为过。有态度，有表达，剧作工整，情感真挚，质感落地，喜剧桥段有趣，以悬疑片的方式、喜剧片的风格去包装言之有物的主题表达，太喜欢了，大鹏越来越棒了！,推荐,140
麻婆逗妇??,看过,编剧功力不行，魏平安的所有行事动机缺乏真正可以信服的理由，而这个理由应该通过细节呈现，而不是直白于台词，导致影片呈现流于表面，情节递进要多尬有多尬。全片贯穿始终的就是大鹏拼老命要证明韩露不是坐台小姐，这个立意……编剧团队意识形态落后可见一斑，职业不分贵贱，越想证明，越说明这个社会有病！人家做慈善，功德无量，就因为坐台小姐就低贱了？既然启用那么多喜剧演员，为什么不性别互换一下，去证明男的不是🦆呢？我想那要有趣得多了😏。,较差,338
飞起来的柴柴,看过,简直是依托答辩，感觉大脑被强奸了,较差,180
顾,看过,博主恰饭恰的有一些难看了，吹虚的不行，观看点映以后十分失望，故事十分平庸，脉络十分简单,很差,133
monica-li,看过,结尾大鹏终于澄清谣言之后，负债累累打工的场景，加一星,推荐,94
相信电影,看过,魏平安的女儿这条线我觉得设计得非常好，父女间的相互影响和同步觉醒，不仅让故事更加丰满，也让这份正义感更加厚重，更加有魅力；【人言可畏】的现实意义，通过喜剧的形式表达出来，依然是字字戳心！,推荐,83
芳🌺,看过,看了看评论区，跟我看的是一部电影吗？夸得角度也很清新，大鹏不知道买了多少氵军，但是不得不说风向的确影响评分，本来我觉得二星，被风向带得差点三星，冷静了一下，还是保持住我自己的判断。因为我单纯觉得这种质量的电影上八分，对不起其他好电影,较差,111
小白龙,看过,故事表面上好像尊重女性，其实骨子里导演透着对女性浓浓的歧视与高高在上；
表面上好像导演很真诚，实际上油腻满满。,很差,85
Francis,看过,有笑点和泪点，有幸看到首映感觉还不错,力荐,148
连城易脆,看过,起初看到一水儿的好评，基于行业敏感性还以为是公关营销工作做得很到位，不过看到胤祥老师和大奇特都给了4星，就觉得应该还不赖。实际看完也的确不负期待，大鹏的确是个认真创作的人，他确实不糊弄，想要好好拍电影。因此，你可以很容易通过这部电影感知到他在类型片创作上的进一步成熟以及对于社会问题的敏锐捕捉，同时结合了较为感性又深邃的个人表达。电影的题材相当好，尤其是在这样一个造谣传谣遍地的移动互联网时代，很容易产生共情，如若也曾受过谣言中伤，想必就更能体会片中人物的动机了。另外电影片尾的🎆很棒，字幕的电子烟花也很美！看到一半惊闻电影撤档感到非常可惜，可能还是觉得大盘太冷了吧，至少这次可以肯定的是并非口碑不过硬，内容上也没看出啥敏感问题。期待早日重新定档上映，电影非常适合这个冬天。,推荐,66
黑色潜水艇,看过,【影院】很聪明的电影，市场友好，又带点表达。立意停在了“其实她不是坐台小姐”，再往下的“她是坐台小姐，又怎么样”就没敢拍了。大鹏也是个很聪明的导演，选好一个角度，把能讲清楚的先讲清楚，暂时讲不清楚的就先放放，以后再说。,推荐,60
Joe,看过,很奇怪，它可能拍的不是这么好，也有很多喜剧桥段。但我几乎从头哭到尾，被深深触动了。希望有更多人看到这部电影。,力荐,47
deercarter,看过,柳岩演韩露该多好。,力荐,34
王六六,看过,真的要笑死了，首场放映的气氛好好，现在颅内循环尹正的那句“向小白兔道歉”“我不和女人那个！”笑死hhhhhhh,力荐,91
黑巡一号,看过,工整，动情，笑点不低级，这样的喜剧不值得五星吗？,力荐,38
倚风帘,看过,太喜欢这部电影的主题，以至于非常厌恶这部电影的表现方式。大鹏什么时候可以dowhatyouthinkisright？,还行,36
卡夫不卡,看过,最后这个造谣的人只是为了九块钱，处罚也很轻，我很喜欢这个结局，因为这就是现实，还很喜欢的一个细节是在尘埃落定后，蹭魏平安流量的人依然在蹭流量。虽然这个片子依然在塑造一个完美受害者，但它至少填补了这类电影的缺口，可惜不管是电影和现实都无解，一个女生被造谣，除了去拼命证明自己的清白，还能怎么办。缺点大概是后半段元素太多有点混乱，以及女儿校园暴力那条线再拍详细一点就好了，有残缺的片子，但我愿意包容这些缺点。作为喜剧也是比较优秀的，全场一起大笑的有好几次，也有不少零散的笑点，但没有下三俗，做到了喜剧的底色是悲剧，但悲的也很含蓄，轻拿轻放。,推荐,61
bling,看过,很烦的原因是，感觉每一个点都是为了蹭，而不是在讲一个故事拍一个电影，单纯为了红，为了流量，为了吸引视线,很差,79
吃李子不吐皮,看过,祝你平安是从小听到大的祝福，频繁到人们已不再用它作为祝福语，但它随片尾绽放烟花响起时，惊觉它是中国人从生到死最为真挚的祝福。韩露六岁的生日礼物是一瓶可乐，平安给她送了三次，一次是六岁在小卖部前，一次是31岁的火锅店里，一次是永远31岁的墓地前。平安的愿望是一次他从没见过的“666”烟花，韩露在离开的几个月后送上了。兄弟媳妇还是兄弟、弟弟骨灰还是毒品，性病还是脑瘤，电影里充斥着造谣；为了9.9的免费小说或仅仅为找乐子，人群里充斥着造谣。电影是现实的，那些直播间的微博里的贴吧里的评论里的尖酸刻薄的话是现实的；电影是更美好的，造谣的人被抓起来，破除谣言的人善有善报，校园暴力被制止，最恶毒的谣言是给一个已逝之人让她不至于被谣言凌迟，谣言的影响被抹除，现实世界也是这样该多好。贾冰雪琴王迅杨迪都好好笑！,力荐,68
•᷄ࡇ•᷅,看过,做个slut吧，去他爹的公序良俗和贞洁清纯，你能拿来攻击我的，本就不是我在乎的东西（女性的“百口莫辩”本就是父权社会下被迫立贞节牌坊的必然结果，这个电影把女性普遍的“性失语”仅仅归咎于外人隔岸观火，算是比较成功地转移了核心矛盾…,还行,65
sad,看过,谢谢大鹏。,力荐,46
DeckardYang,看过,【3】是对英文片名“PostTruth”的一种挑战，而且大鹏很聪明，自知无法拥有一个深刻全面的社会学意义的视角，于是就写好一个小人物。好在有努力呈现当下生态，也反映出一些现象。一些神话式的机械降神情节反而最令人动容，这个时代若能有这样的良善可能确实是奇迹。（P.S.但根本的辟谣动机有一些身份歧视的局限性，不过确实也是社会现状）,还行,28
银敏悲,看过,撤档前赶上点映看了，前期说是口碑爆棚，调好了预期，但看完大失所望，真的那么好笑好看吗？我们可能看的不是同一部电影。觉得自己有搞头就想去春节档冲票房了吧。,较差,107
黄青蕉,看过,人物动机薄弱，之后一切白搭,还行,23
胡小猴,看过,四十岁还爱喝可乐的人，一般心都不会坏。今时今日，拍这样一部受众面广的电影，功德无量。,力荐,34
